batch_id,product_type,steel_grade,technology_route,country_of_origin,batch_weight_tonnes,thickness_mm,recycled_content_pct,renewable_energy_pct,energy_consumption_kwh_per_tonne,scrap_quality_score,carbon_pct,manganese_pct,chromium_pct,yield_strength_mpa,tensile_strength_mpa,carbon_footprint_kgco2e_per_tonne
BATCH-7690,Wire Rod,304,BF-BOF,France,21.45,19.55,36.09,69.45,1579.7,57.84,0.151,1.131,0.056,239.8,459.8,977.6
BATCH-7691,Hot Rolled Coil,S355JR,BF-BOF,Germany,11.53,11.67,16.13,11.14,1885.7,97.14,0.208,1.573,0.33,240.6,380.7,1449.9
BATCH-7692,Wire Rod,S235JR,BF-BOF,Belgium,23.35,19.93,19.31,69.81,1624.9,76.73,0.211,1.455,0.538,319.5,434.9,1135.0
BATCH-7693,Wire Rod,S355JR,BF-BOF,Italy,29.06,9.75,26.57,15.87,1915.2,61.96,0.139,1.063,0.383,254.0,409.8,1304.6
BATCH-7694,Hot Rolled Coil,304,EAF,Italy,32.34,5.02,74.5,68.63,629.0,65.05,0.175,0.695,0.376,284.1,455.0,120.0
BATCH-7695,Hot Rolled Coil,M270-35A,BF-BOF,France,31.26,0.72,21.86,40.62,1816.4,64.78,0.214,1.085,0.356,274.0,436.7,1300.6
BATCH-7696,Galvanised Coil,S355JR,EAF,Belgium,12.85,14.02,84.96,63.2,719.9,77.05,0.246,0.648,0.244,268.1,449.1,133.2
BATCH-7697,Wire Rod,S355JR,EAF,France,20.17,15.9,85.24,10.14,707.8,73.92,0.163,1.359,0.585,258.1,434.1,120.0
BATCH-7698,Electrical Steel,M270-35A,EAF,Belgium,8.17,4.46,82.29,14.69,592.6,81.98,0.232,1.832,0.45,297.0,431.9,210.7
BATCH-7699,Hot Rolled Coil,S355JR,EAF,Belgium,18.23,2.71,80.54,14.06,675.8,72.27,0.11,1.294,0.252,257.3,437.4,120.0
BATCH-7700,Galvanised Coil,S355JR,BF-BOF,Italy,22.44,24.65,28.44,36.92,1852.8,84.03,0.213,1.473,0.57,279.2,397.2,1418.4
BATCH-7701,Hot Rolled Coil,M270-35A,EAF,Spain,27.84,3.59,75.22,19.42,703.0,71.18,0.198,0.822,0.218,288.6,425.2,120.0
BATCH-7702,Galvanised Coil,DX51D,EAF,Germany,15.46,3.82,66.82,5.67,748.1,68.2,0.055,1.217,0.315,239.8,431.0,473.0
BATCH-7703,Galvanised Coil,DX51D,EAF,Spain,19.0,7.12,62.43,79.73,483.9,56.74,0.172,1.094,0.015,255.4,359.1,120.0
BATCH-7704,Galvanised Coil,DX51D,BF-BOF,Belgium,31.38,12.82,32.72,68.89,2013.3,89.2,0.27,0.848,0.457,241.5,378.6,1297.4
BATCH-7705,Wire Rod,304,BF-BOF,Germany,25.72,0.68,19.42,53.32,1775.1,76.6,0.1,1.098,0.338,251.7,396.0,1243.9
BATCH-7706,Galvanised Coil,S355JR,BF-BOF,Germany,23.21,2.52,19.96,66.56,1897.5,63.52,0.198,0.753,0.183,225.2,358.2,1279.5
BATCH-7707,Hot Rolled Coil,304,BF-BOF,Germany,21.42,20.34,28.85,30.7,1979.7,74.7,0.231,1.458,0.89,271.6,431.4,1396.8
BATCH-7708,Wire Rod,S355JR,EAF,Belgium,21.83,23.16,79.03,64.98,602.9,69.17,0.247,0.986,0.47,301.8,416.3,120.0
BATCH-7709,Wire Rod,DX51D,EAF,France,16.13,24.41,78.79,49.2,664.3,64.27,0.2,0.853,0.699,244.6,377.4,120.0
BATCH-7710,Galvanised Coil,S235JR,EAF,Italy,9.75,10.4,90.79,12.55,700.2,83.58,0.149,1.22,0.457,232.0,355.7,120.0
BATCH-7711,Wire Rod,S235JR,BF-BOF,France,23.64,15.92,24.57,61.49,1790.7,74.97,0.24,1.401,0.325,312.9,508.3,1329.2
BATCH-7712,Electrical Steel,DX51D,BF-BOF,France,31.59,1.68,31.03,89.45,2029.9,73.52,0.177,1.506,0.102,269.4,408.8,1512.5
BATCH-7713,Wire Rod,S235JR,EAF,Germany,34.93,16.52,83.05,26.76,706.7,75.13,0.093,0.907,0.319,261.1,453.8,120.0
BATCH-7714,Hot Rolled Coil,M270-35A,EAF,Italy,10.58,17.59,70.53,5.39,610.2,83.04,0.169,1.153,0.739,284.1,365.4,120.0
BATCH-7715,Hot Rolled Coil,M270-35A,BF-BOF,Belgium,13.48,14.3,22.86,68.81,1905.4,89.33,0.056,1.523,0.332,268.4,422.5,1257.5
BATCH-7716,Hot Rolled Coil,S355JR,BF-BOF,France,27.03,7.85,14.53,28.7,1753.2,74.89,0.189,0.788,0.347,252.4,436.2,1293.8
BATCH-7717,Galvanised Coil,S355JR,BF-BOF,Belgium,23.03,19.44,22.03,39.44,1734.1,78.33,0.173,1.179,0.382,242.7,406.0,1339.2
BATCH-7718,Electrical Steel,DX51D,EAF,Spain,31.49,22.6,88.39,5.66,597.3,82.75,0.098,1.177,0.796,251.3,418.4,180.3
BATCH-7719,Electrical Steel,S355JR,EAF,Spain,17.72,6.12,71.39,10.48,535.0,62.53,0.345,0.806,0.142,295.4,413.1,167.6
BATCH-7720,Wire Rod,M270-35A,EAF,Italy,23.56,16.12,69.93,65.26,746.2,88.16,0.101,1.545,0.328,258.9,403.9,120.0
BATCH-7721,Hot Rolled Coil,S235JR,EAF,France,32.51,6.76,72.53,86.95,825.2,56.42,0.204,1.047,0.45,234.8,407.7,120.0
BATCH-7722,Stainless Steel,DX51D,BF-BOF,France,26.01,8.21,29.28,55.19,1774.4,65.21,0.174,1.607,17.11,295.1,461.6,1511.9
BATCH-7723,Hot Rolled Coil,S235JR,EAF,France,13.98,7.71,79.76,76.6,697.9,97.35,0.14,0.781,0.367,239.5,427.5,120.0
BATCH-7724,Wire Rod,M270-35A,EAF,Italy,28.92,10.47,82.98,22.49,751.8,81.85,0.154,0.296,0.031,196.8,356.5,120.0
BATCH-7725,Stainless Steel,S235JR,BF-BOF,Italy,11.95,8.34,27.56,10.75,1638.4,73.14,0.129,0.956,17.375,336.5,513.3,1582.2
BATCH-7726,Wire Rod,DX51D,EAF,Italy,10.86,7.68,78.4,34.5,679.8,86.66,0.206,1.298,0.392,278.4,471.8,120.0
BATCH-7727,Hot Rolled Coil,M270-35A,EAF,France,17.17,15.38,69.57,22.7,758.2,71.78,0.288,0.976,0.503,269.0,448.7,275.3
BATCH-7728,Hot Rolled Coil,DX51D,BF-BOF,Belgium,21.26,21.68,32.41,57.42,1818.4,70.54,0.309,1.186,0.248,279.7,422.5,1216.8
BATCH-7729,Galvanised Coil,S235JR,EAF,Spain,26.54,2.16,64.86,86.29,645.9,87.27,0.224,1.141,0.646,262.6,421.7,120.0
BATCH-7730,Hot Rolled Coil,S235JR,BF-BOF,Belgium,29.3,7.67,17.96,24.65,1861.6,75.11,0.13,0.838,0.377,241.7,418.0,1468.6
BATCH-7731,Galvanised Coil,304,EAF,Belgium,25.32,8.91,73.77,81.65,618.6,75.25,0.212,2.13,0.224,276.8,453.9,120.0
BATCH-7732,Wire Rod,S235JR,BF-BOF,Spain,28.23,15.08,16.02,50.66,1903.2,59.79,0.189,1.113,0.731,274.9,418.4,1392.8
BATCH-7733,Wire Rod,S355JR,EAF,Germany,34.96,2.77,85.67,13.67,637.9,90.48,0.209,0.925,0.287,246.0,391.9,123.0
BATCH-7734,Hot Rolled Coil,304,EAF,Belgium,8.73,1.75,69.46,50.56,798.5,69.88,0.084,2.083,0.41,294.3,412.3,120.0
BATCH-7735,Electrical Steel,S355JR,BF-BOF,Italy,31.25,4.39,12.24,44.7,1632.0,79.29,0.064,0.83,0.448,200.9,372.1,1443.3
BATCH-7736,Wire Rod,M270-35A,BF-BOF,France,23.01,7.5,35.33,68.67,2024.4,72.62,0.266,1.196,0.492,239.7,406.7,1271.1
BATCH-7737,Electrical Steel,304,EAF,Italy,18.53,7.75,80.74,68.64,695.3,81.16,0.173,0.955,0.101,230.4,397.2,120.0
BATCH-7738,Wire Rod,S235JR,EAF,Germany,12.62,8.95,84.96,59.49,564.0,77.66,0.153,0.731,0.882,235.8,383.7,120.0
BATCH-7739,Hot Rolled Coil,M270-35A,EAF,Spain,34.76,24.18,78.58,61.77,698.6,96.22,0.193,1.486,0.485,309.3,497.8,120.0
BATCH-7740,Wire Rod,M270-35A,EAF,Germany,24.48,6.0,79.71,56.62,619.9,96.18,0.078,1.168,0.65,170.0,363.0,120.0
BATCH-7741,Galvanised Coil,S355JR,EAF,Spain,24.77,10.86,62.47,25.13,638.8,62.33,0.288,0.719,0.146,299.2,451.2,120.0
BATCH-7742,Wire Rod,S355JR,EAF,Belgium,12.17,15.57,92.43,83.67,634.7,93.41,0.091,1.86,0.33,251.3,376.3,120.0
BATCH-7743,Electrical Steel,S355JR,BF-BOF,Italy,30.19,10.17,31.84,23.0,1877.7,73.85,0.064,1.173,0.365,257.9,348.2,1496.8
BATCH-7744,Stainless Steel,DX51D,BF-BOF,France,21.22,10.85,37.0,55.59,1733.7,75.13,0.27,1.623,18.199,372.8,487.9,1507.4
BATCH-7745,Electrical Steel,DX51D,BF-BOF,Spain,11.06,10.78,16.34,70.77,1718.2,86.75,0.378,1.651,0.734,291.9,465.0,1309.8
BATCH-7746,Galvanised Coil,M270-35A,EAF,Belgium,9.86,23.9,73.36,12.11,740.9,76.79,0.103,0.623,0.597,233.2,355.5,240.4
BATCH-7747,Galvanised Coil,304,EAF,Germany,34.52,3.19,69.99,43.26,643.6,85.95,0.211,1.428,0.181,258.6,426.0,120.0
BATCH-7748,Galvanised Coil,M270-35A,BF-BOF,Italy,8.38,9.25,30.58,7.54,1547.3,73.02,0.394,1.54,0.733,298.9,418.8,1263.1
BATCH-7749,Hot Rolled Coil,S355JR,EAF,France,31.5,19.14,87.74,24.23,682.3,86.13,0.061,1.22,0.093,210.7,321.5,120.0
BATCH-7750,Electrical Steel,DX51D,EAF,Germany,11.39,24.08,58.41,59.07,609.2,76.12,0.188,1.538,0.36,264.1,429.4,182.3
BATCH-7751,Stainless Steel,S235JR,BF-BOF,Germany,26.72,7.01,18.06,82.64,1755.8,59.81,0.254,1.006,16.696,347.1,493.3,1485.0
BATCH-7752,Hot Rolled Coil,S355JR,BF-BOF,Italy,13.82,14.0,34.69,30.86,1934.4,80.74,0.143,1.733,0.58,314.8,445.8,1244.8
BATCH-7753,Stainless Steel,DX51D,EAF,Spain,22.51,2.94,76.28,75.97,687.4,84.03,0.273,0.996,16.859,306.2,474.7,382.9
BATCH-7754,Electrical Steel,S235JR,EAF,Italy,8.85,21.63,95.06,49.61,698.4,65.63,0.224,1.728,0.22,274.6,475.4,120.0
BATCH-7755,Wire Rod,M270-35A,EAF,France,30.8,8.3,69.86,69.67,896.4,83.65,0.105,1.338,0.517,227.5,359.7,129.8
BATCH-7756,Stainless Steel,S355JR,BF-BOF,Italy,14.9,10.1,18.77,73.86,1862.7,97.8,0.09,1.316,18.983,335.2,484.0,1514.1
BATCH-7757,Hot Rolled Coil,S235JR,EAF,Belgium,29.05,1.59,76.54,59.05,555.2,75.77,0.134,0.72,0.264,234.4,369.1,120.0
BATCH-7758,Hot Rolled Coil,304,BF-BOF,Belgium,31.63,16.23,35.0,40.93,1804.8,68.43,0.147,1.7,0.415,269.5,434.7,1297.4
BATCH-7759,Wire Rod,S235JR,EAF,Germany,20.76,2.18,74.89,54.65,706.9,62.32,0.184,0.855,0.348,228.6,383.9,120.0
BATCH-7760,Galvanised Coil,S355JR,EAF,Spain,33.98,11.76,73.72,63.75,646.2,63.48,0.316,1.783,0.477,316.9,454.3,120.0
BATCH-7761,Wire Rod,S235JR,BF-BOF,Spain,25.4,16.85,29.27,78.2,2184.6,64.75,0.142,1.304,0.261,253.9,461.7,1333.6
BATCH-7762,Stainless Steel,304,BF-BOF,France,13.42,21.25,15.41,51.61,2002.4,70.53,0.188,1.33,18.142,342.1,447.0,1632.5
BATCH-7763,Hot Rolled Coil,M270-35A,BF-BOF,France,19.77,17.87,15.7,79.26,1572.6,56.1,0.306,0.996,0.297,263.4,416.1,1166.0
BATCH-7764,Hot Rolled Coil,S235JR,EAF,Spain,15.78,5.28,80.09,38.04,699.2,75.52,0.249,1.038,0.475,283.4,453.5,120.0
BATCH-7765,Galvanised Coil,DX51D,EAF,Belgium,27.97,11.91,84.37,69.55,767.9,93.1,0.183,0.586,0.0,246.0,384.8,120.0
BATCH-7766,Hot Rolled Coil,DX51D,BF-BOF,France,30.03,5.68,19.92,56.82,2108.1,75.05,0.163,1.467,0.255,250.7,414.9,1330.2
BATCH-7767,Electrical Steel,304,BF-BOF,Belgium,11.02,11.7,24.38,11.59,1716.0,76.9,0.068,1.31,0.116,242.2,403.0,1525.1
BATCH-7768,Wire Rod,S355JR,BF-BOF,Belgium,13.69,2.7,21.42,47.68,2238.5,79.58,0.163,1.744,0.085,236.7,421.6,1375.7
BATCH-7769,Stainless Steel,DX51D,EAF,Germany,9.1,22.83,92.71,69.91,587.1,96.92,0.342,1.081,18.543,346.8,531.8,132.2
BATCH-7770,Galvanised Coil,DX51D,BF-BOF,France,26.75,20.93,5.0,62.15,1709.1,67.51,0.131,1.9,0.446,258.8,405.1,1328.8
BATCH-7771,Hot Rolled Coil,S235JR,EAF,Italy,25.09,13.09,84.93,52.9,772.7,96.25,0.254,0.819,0.567,262.1,442.2,133.3
BATCH-7772,Hot Rolled Coil,DX51D,EAF,Spain,14.34,13.98,57.61,72.39,700.4,87.81,0.132,1.283,0.503,230.2,428.2,120.0
BATCH-7773,Hot Rolled Coil,DX51D,EAF,France,25.3,13.5,85.07,81.77,641.9,74.06,0.238,1.424,0.151,261.1,421.1,120.0
BATCH-7774,Stainless Steel,M270-35A,EAF,Italy,19.81,16.82,76.22,17.19,617.5,91.22,0.252,1.36,18.845,308.2,447.5,293.2
BATCH-7775,Galvanised Coil,DX51D,EAF,Germany,26.82,18.67,63.63,26.7,745.9,96.09,0.143,1.045,0.35,278.8,414.6,272.7
BATCH-7776,Wire Rod,M270-35A,EAF,Germany,30.07,20.14,78.95,89.05,587.2,95.41,0.135,0.702,0.173,240.8,414.4,120.0
BATCH-7777,Hot Rolled Coil,S355JR,BF-BOF,Italy,12.94,7.67,16.42,25.54,1851.5,74.41,0.224,1.19,0.27,275.4,402.9,1183.6
BATCH-7778,Stainless Steel,304,BF-BOF,Spain,25.58,9.39,35.31,75.32,1704.0,94.11,0.231,0.991,17.488,277.0,413.7,1466.7
BATCH-7779,Hot Rolled Coil,M270-35A,EAF,Italy,24.05,21.07,92.34,50.23,667.7,85.27,0.241,1.846,0.43,289.2,448.3,120.0
BATCH-7780,Electrical Steel,S235JR,BF-BOF,France,18.82,3.44,21.19,37.72,2163.1,58.35,0.182,1.371,0.141,279.8,407.1,1645.0
BATCH-7781,Electrical Steel,DX51D,EAF,Italy,17.7,12.02,77.7,66.82,738.7,56.58,0.105,1.226,0.218,271.5,421.5,275.2
BATCH-7782,Hot Rolled Coil,M270-35A,EAF,Spain,34.12,6.25,76.35,69.03,657.6,72.17,0.173,1.69,0.381,268.8,447.1,120.0
BATCH-7783,Galvanised Coil,DX51D,BF-BOF,Spain,9.32,8.95,13.42,28.13,1786.8,82.73,0.103,1.45,0.0,243.4,361.9,1419.0
BATCH-7784,Hot Rolled Coil,M270-35A,EAF,Italy,25.87,10.58,87.17,5.94,638.2,93.45,0.22,0.513,0.218,209.9,371.6,120.0
BATCH-7785,Wire Rod,DX51D,EAF,Germany,31.49,17.99,84.26,71.16,579.0,56.61,0.105,1.532,0.424,287.4,457.9,120.0
BATCH-7786,Stainless Steel,M270-35A,BF-BOF,Germany,32.82,3.47,38.82,63.6,1919.3,66.62,0.124,1.342,19.322,277.5,466.5,1528.3
BATCH-7787,Galvanised Coil,304,EAF,France,27.25,9.43,82.96,15.23,743.7,87.15,0.168,1.325,0.418,266.5,419.7,120.0
BATCH-7788,Electrical Steel,DX51D,EAF,France,18.84,14.42,69.21,8.14,643.8,70.62,0.275,1.175,0.0,206.8,354.8,292.9
BATCH-7789,Galvanised Coil,S355JR,BF-BOF,Italy,9.48,20.33,12.79,61.15,1989.4,80.93,0.095,1.0,0.477,260.3,402.2,1415.4
BATCH-7790,Hot Rolled Coil,S235JR,BF-BOF,Spain,25.81,16.42,27.77,56.1,2088.2,72.13,0.132,0.81,0.174,214.0,339.4,1322.7
BATCH-7791,Electrical Steel,S355JR,EAF,France,28.7,13.93,73.35,69.87,621.5,63.92,0.145,1.466,0.464,293.2,480.8,191.0
BATCH-7792,Galvanised Coil,304,BF-BOF,Italy,16.4,7.34,31.65,79.22,1585.2,57.6,0.21,1.008,0.597,227.5,385.0,1150.7
BATCH-7793,Hot Rolled Coil,DX51D,EAF,France,20.29,24.41,54.45,61.44,681.7,78.11,0.116,0.938,0.423,245.1,397.1,120.0
BATCH-7794,Wire Rod,S355JR,EAF,Italy,12.32,18.47,92.75,59.03,571.1,62.98,0.093,2.2,0.244,304.2,456.5,120.0
BATCH-7795,Galvanised Coil,DX51D,EAF,France,12.86,3.12,86.0,49.26,550.3,57.98,0.124,1.01,0.614,233.6,375.4,120.0
BATCH-7796,Electrical Steel,S355JR,EAF,Germany,28.99,5.87,52.56,53.13,625.6,68.31,0.204,0.949,0.273,207.8,342.5,130.8
BATCH-7797,Hot Rolled Coil,M270-35A,BF-BOF,Spain,14.85,16.11,25.74,87.79,1485.9,94.82,0.066,1.39,0.263,231.5,376.9,965.3
BATCH-7798,Stainless Steel,S355JR,BF-BOF,France,24.74,14.01,39.09,8.96,1939.8,79.09,0.253,1.061,16.276,297.1,424.0,1594.5
BATCH-7799,Wire Rod,DX51D,EAF,Spain,17.11,14.62,71.89,51.21,564.4,65.32,0.231,1.688,0.27,305.2,449.8,120.0
BATCH-7800,Hot Rolled Coil,DX51D,EAF,Spain,21.08,9.92,84.79,26.04,574.1,81.62,0.227,1.355,0.116,264.9,402.6,120.0
BATCH-7801,Hot Rolled Coil,304,EAF,Germany,24.18,23.67,76.64,66.66,732.4,88.13,0.209,1.222,0.161,282.4,428.2,120.0
BATCH-7802,Electrical Steel,S355JR,BF-BOF,Belgium,29.23,4.77,33.78,68.64,2209.5,91.55,0.186,1.442,0.608,311.0,416.9,1518.6
BATCH-7803,Wire Rod,S235JR,EAF,Germany,16.37,5.44,78.64,27.55,639.5,97.59,0.123,1.312,0.679,206.2,393.5,120.0
BATCH-7804,Galvanised Coil,304,BF-BOF,Italy,12.26,8.54,14.77,69.46,1906.7,81.55,0.148,0.898,0.238,245.6,398.4,1429.7
BATCH-7805,Hot Rolled Coil,DX51D,EAF,Belgium,18.74,20.64,88.98,59.74,753.0,73.6,0.146,1.292,0.496,248.7,387.4,120.0
BATCH-7806,Galvanised Coil,304,EAF,Italy,28.14,23.25,74.62,85.46,736.7,84.21,0.077,0.75,0.359,240.5,378.7,120.0
BATCH-7807,Electrical Steel,DX51D,BF-BOF,Italy,12.12,8.54,20.82,74.32,1697.9,59.73,0.281,0.729,0.217,242.3,436.8,1348.2
BATCH-7808,Wire Rod,DX51D,BF-BOF,Italy,9.04,5.7,16.93,70.61,2035.3,86.71,0.093,0.948,0.518,238.2,373.4,1441.9
BATCH-7809,Stainless Steel,M270-35A,EAF,Germany,13.23,17.98,77.32,16.94,744.1,66.98,0.146,1.077,19.29,283.7,469.2,334.3
BATCH-7810,Hot Rolled Coil,S235JR,EAF,Spain,34.7,19.89,89.6,88.87,630.5,83.65,0.157,1.196,0.566,233.5,366.2,120.0
BATCH-7811,Hot Rolled Coil,S235JR,BF-BOF,Belgium,15.0,17.24,15.4,72.68,1830.1,75.04,0.202,0.25,0.294,221.5,390.1,1237.7
BATCH-7812,Galvanised Coil,M270-35A,BF-BOF,Spain,27.56,2.81,14.04,76.62,2219.1,65.88,0.149,1.007,0.474,208.6,377.6,1580.4
BATCH-7813,Electrical Steel,M270-35A,BF-BOF,Germany,34.93,10.49,41.02,68.89,1840.5,88.1,0.129,0.618,0.3,196.9,387.2,1377.4
BATCH-7814,Hot Rolled Coil,DX51D,BF-BOF,France,19.42,16.32,31.75,77.64,1741.4,92.73,0.247,1.364,0.478,279.4,437.4,1051.7
BATCH-7815,Galvanised Coil,DX51D,BF-BOF,Belgium,16.11,0.77,24.78,56.75,1905.2,79.54,0.409,0.995,0.11,279.4,420.8,1277.1
BATCH-7816,Wire Rod,DX51D,EAF,Spain,22.57,0.67,68.99,6.12,715.0,91.06,0.328,1.075,0.105,258.2,444.2,120.0
BATCH-7817,Galvanised Coil,M270-35A,EAF,France,32.5,11.56,75.61,44.39,547.0,91.11,0.185,0.782,0.511,235.3,408.2,120.0
BATCH-7818,Galvanised Coil,DX51D,EAF,France,15.55,2.1,93.58,26.11,759.1,65.43,0.062,1.36,0.381,238.1,337.2,141.3
BATCH-7819,Stainless Steel,304,BF-BOF,Italy,28.19,22.14,24.19,31.46,1630.6,81.23,0.058,0.647,17.476,268.8,464.9,1620.4
BATCH-7820,Wire Rod,S355JR,EAF,Germany,18.7,10.97,83.14,28.42,744.5,97.71,0.247,1.042,0.411,241.3,367.5,120.0
BATCH-7821,Galvanised Coil,S355JR,EAF,Germany,18.58,17.08,63.79,58.66,580.1,59.93,0.183,0.964,0.101,209.2,379.4,155.6
BATCH-7822,Galvanised Coil,304,BF-BOF,Germany,11.85,24.79,14.82,71.98,1789.2,82.8,0.191,1.752,0.564,307.7,459.5,1300.6
BATCH-7823,Wire Rod,S355JR,EAF,Belgium,23.13,3.3,76.78,78.91,705.9,70.77,0.201,0.483,0.185,242.0,303.1,120.0
BATCH-7824,Hot Rolled Coil,S235JR,BF-BOF,Germany,9.74,20.84,31.68,79.29,1705.3,71.68,0.131,1.699,0.333,234.1,432.4,1069.8
BATCH-7825,Stainless Steel,S235JR,EAF,Italy,25.59,3.92,67.81,6.72,690.2,57.6,0.179,1.038,18.744,285.0,465.2,495.7
BATCH-7826,Hot Rolled Coil,M270-35A,BF-BOF,France,31.88,23.63,15.75,69.11,1627.5,67.08,0.217,1.071,0.642,303.4,442.9,1393.7
BATCH-7827,Electrical Steel,S355JR,BF-BOF,Spain,15.7,17.97,22.01,84.05,2016.1,91.76,0.293,1.583,0.0,302.0,522.7,1343.3
BATCH-7828,Hot Rolled Coil,S235JR,EAF,Germany,20.5,6.52,68.03,70.76,840.6,57.55,0.296,1.47,0.036,314.4,459.7,170.4
BATCH-7829,Electrical Steel,M270-35A,EAF,Belgium,18.96,4.59,73.67,14.9,678.3,68.19,0.231,1.223,0.0,241.0,386.2,272.3
BATCH-7830,Hot Rolled Coil,M270-35A,EAF,Germany,27.63,14.63,78.45,86.38,646.1,97.42,0.147,1.352,0.394,280.9,419.9,120.0
BATCH-7831,Stainless Steel,DX51D,BF-BOF,Belgium,30.1,7.66,22.66,47.68,1929.4,61.26,0.194,0.535,18.471,276.8,446.3,1739.6
BATCH-7832,Galvanised Coil,304,BF-BOF,Germany,17.91,24.58,35.55,53.8,1643.5,87.78,0.266,0.763,0.681,223.6,390.1,1106.1
BATCH-7833,Hot Rolled Coil,304,EAF,Germany,26.44,19.08,80.35,29.05,643.1,97.76,0.311,1.341,0.447,287.2,434.8,120.0
BATCH-7834,Galvanised Coil,S235JR,EAF,Germany,9.73,21.91,84.47,76.96,494.4,93.26,0.272,0.789,0.057,222.6,362.0,120.0
BATCH-7835,Galvanised Coil,S355JR,BF-BOF,Spain,23.66,2.07,11.02,79.55,1778.7,91.78,0.144,1.169,0.302,241.9,418.9,1254.6
BATCH-7836,Wire Rod,DX51D,EAF,France,21.41,19.44,98.0,74.35,726.5,97.87,0.262,1.02,0.487,248.0,380.2,120.0
BATCH-7837,Hot Rolled Coil,DX51D,BF-BOF,Italy,9.19,2.49,8.43,22.6,1709.8,66.71,0.139,0.692,0.337,172.0,339.5,1194.4
BATCH-7838,Electrical Steel,S355JR,EAF,Belgium,31.28,11.08,91.52,15.81,661.2,96.31,0.256,1.527,0.285,238.0,395.7,142.1
BATCH-7839,Electrical Steel,S235JR,EAF,France,19.78,9.54,72.01,88.0,736.2,78.26,0.271,1.412,0.244,283.5,369.9,120.0
BATCH-7840,Wire Rod,M270-35A,EAF,Italy,30.15,20.82,63.72,79.15,658.0,59.57,0.238,1.104,0.34,244.9,398.1,120.0
BATCH-7841,Stainless Steel,304,EAF,France,19.73,23.94,61.33,77.8,594.9,92.22,0.141,1.734,17.865,357.5,481.4,246.8
BATCH-7842,Hot Rolled Coil,304,BF-BOF,Germany,16.79,11.98,15.56,71.29,1579.1,60.63,0.106,0.63,0.357,227.3,384.2,1257.4
BATCH-7843,Hot Rolled Coil,DX51D,BF-BOF,Belgium,20.41,6.69,31.07,14.05,1750.7,62.61,0.158,0.848,0.428,236.4,397.8,1256.4
BATCH-7844,Galvanised Coil,DX51D,BF-BOF,France,16.59,16.59,31.73,48.75,1551.6,55.03,0.222,0.896,0.286,290.2,478.6,1146.0
BATCH-7845,Hot Rolled Coil,DX51D,BF-BOF,Belgium,11.98,14.28,24.11,14.81,1671.7,71.25,0.123,1.053,0.369,256.7,417.4,1230.3
BATCH-7846,Hot Rolled Coil,DX51D,BF-BOF,Italy,23.09,20.02,26.25,40.92,1688.7,72.91,0.055,1.093,0.358,241.9,403.9,1211.9
BATCH-7847,Galvanised Coil,304,BF-BOF,Belgium,9.27,6.47,41.37,18.73,1916.2,66.14,0.281,1.462,0.278,297.8,429.4,1311.8
BATCH-7848,Hot Rolled Coil,M270-35A,BF-BOF,Germany,8.41,13.7,29.86,45.76,1682.4,90.27,0.091,1.947,0.561,291.1,429.9,1228.7
BATCH-7849,Hot Rolled Coil,304,BF-BOF,Italy,21.08,12.33,16.96,62.09,1632.9,92.89,0.195,1.374,0.0,264.7,449.2,1028.8
BATCH-7850,Electrical Steel,304,BF-BOF,France,26.42,6.11,30.75,76.49,1780.4,67.67,0.206,1.172,0.058,265.3,396.5,1358.8
BATCH-7851,Galvanised Coil,S235JR,EAF,Belgium,32.04,13.54,84.53,11.85,700.4,77.35,0.125,1.677,0.454,257.9,393.2,375.4
BATCH-7852,Electrical Steel,DX51D,EAF,France,15.43,21.51,82.92,80.83,579.7,95.5,0.168,1.223,0.517,277.2,423.3,120.0
BATCH-7853,Galvanised Coil,M270-35A,EAF,Spain,22.71,17.22,78.27,21.12,663.0,62.76,0.29,1.181,0.271,263.8,463.1,219.0
BATCH-7854,Galvanised Coil,S355JR,EAF,Italy,32.84,20.16,67.44,85.2,644.6,64.41,0.059,1.272,0.527,259.9,390.7,120.0
BATCH-7855,Hot Rolled Coil,DX51D,EAF,Italy,10.49,14.09,81.15,45.95,592.8,71.18,0.257,1.277,0.22,260.2,472.5,120.0
BATCH-7856,Electrical Steel,S355JR,EAF,Spain,16.58,22.77,80.4,9.83,540.8,65.4,0.183,1.486,0.213,216.9,413.3,120.0
BATCH-7857,Hot Rolled Coil,S235JR,EAF,Spain,12.7,10.07,64.87,72.23,658.1,56.58,0.123,0.416,0.422,223.9,412.8,120.0
BATCH-7858,Hot Rolled Coil,304,BF-BOF,Italy,24.87,15.06,29.75,9.01,1852.9,93.64,0.207,1.347,0.475,321.5,458.3,1391.1
BATCH-7859,Electrical Steel,S355JR,BF-BOF,Germany,34.61,14.81,10.77,58.33,1840.3,57.26,0.15,1.232,0.349,233.6,379.0,1436.1
BATCH-7860,Electrical Steel,DX51D,EAF,Germany,25.66,4.32,77.22,72.74,481.9,70.7,0.19,1.085,0.676,251.9,391.4,120.0
BATCH-7861,Galvanised Coil,DX51D,BF-BOF,Italy,31.89,20.71,39.54,44.35,1755.5,59.1,0.235,1.492,0.48,285.6,463.5,1255.2
BATCH-7862,Hot Rolled Coil,M270-35A,BF-BOF,Germany,26.95,22.66,18.29,62.9,2300.0,69.96,0.241,1.439,0.0,285.1,438.6,1486.5
